cruiseid,cruise,station,beginlon,beginlat,begindatetime,stratum,AMMODYTES DUBIUS,UROPHYCIS TENUIS,LOPHIUS GASTROPHYSUS,CYCLOPTERUS LUMPUS,STOMATOPODA,TRACHURUS LATHAMI,LOPHIUS AMERICANUS,HEMITRIPTERUS AMERICANUS,LUMPENUS MACULATUS,ALOSA AESTIVALIS,PSEUDOPLEURONECTES AMERICANUS,SCOPHTHALMUS AQUOSUS,BROSME BROSME,SCORPAENIDAE,STERNOPTYCHIDAE,MORONE SAXATILIS,SPISULA SOLIDISSIMA,MENIDIA MENIDIA,SCYLIORHINUS RETIFER,GADIDAE,SQUALUS ACANTHIAS,PONTINUS LONGISPINIS,SPIRONTOCARIS LILJEBORGII,PARALEPIDAE,SYMPHURUS SP,HIPPOGLOSSUS HIPPOGLOSSUS,ENCHELYOPUS CIMBRIUS,LEBBEUS POLARIS,ALOSA PSEUDOHARENGUS,MYCTOPHIDAE,PANDALUS BOREALIS,MERLUCCIUS BILINEARIS,PANDALUS MONTAGUI,MELANOSTIGMA ATLANTICUM,DICHELOPANDALUS LEPTOCERUS,ARCTICA ISLANDICA,ZENOPSIS CONCHIFERA,POLLACHIUS VIRENS,OVALIPES OCELLATUS,BATHYPOLYPUS ARCTICUS,BATHYNECTES LONGISPINA,LOLIGO PEALEII,MUSTELUS CANIS,LEUCORAJA GARMANI,SYNGNATHIDAE,AMBLYRAJA RADIATA,CHLAMYS ISLANDICA,LYCENCHELYS VERRILLI,PORTUNIDAE,PRIONOTUS CAROLINUS,BEMBROPS GOBIOIDES,ACANTHOCARPUS ALEXANDRI,TORPEDO NOBILIANA,PERISTEDION MINIATUM,MYOXOCEPHALUS AENAEUS,HOMARUS AMERICANUS,LEUCORAJA ERINACEA,CLUPEA HARENGUS,UROPHYCIS CHUSS,DIPTURUS LAEVIS,ARGYROPELECUS ACULEATUS,GADUS MORHUA,POLYMIXIA LOWEI,PANDALUS PROPINQUUS,CANCER IRRORATUS,OPHIDION MARGINATUM,ASPIDOPHOROIDES MONOPTERYGIUS,MELANOGRAMMUS AEGLEFINUS,HIPPOGLOSSOIDES PLATESSOIDES,MONOLENE SESSILICAUDA,LIMANDA FERRUGINEA,TRASH SPECIES IN CATCH,PRIONOTUS EVOLANS,GADELLA IMBERBIS,REINHARDTIUS HIPPOGLOSSOIDES,TAUTOGOLABRUS ADSPERSUS,PARALICHTHYS DENTATUS,MAUROLICUS WEITZMANI,ARGENTINA STRIATA,MAJIDAE,HEMANTHIAS AUREORUBENS,MACRORHAMPHOSUS SCOLOPAX,PETROMYZON MARINUS,CONGER OCEANICUS,ETROPUS SP,CENTROPRISTIS STRIATA,MALACOCEPHALUS OCCIDENTALIS,HELICOLENUS DACTYLOPTERUS,CYNOSCION REGALIS,UROPHYCIS REGIA,CITHARICHTHYS CORNUTUS,SCOMBER SCOMBRUS,MALACORAJA SENTA,LIMULUS POLYPHEMUS,ANARHICHAS LUPUS,TRIGLOPS MURRAYI,GALATHEIDAE,STOLOTEUTHIS LEUCOPTERA,CONGRIDAE,PEPRILUS TRIACANTHUS,PARALICHTHYS OBLONGUS,PLACOPECTEN MAGELLANICUS,MACROZOARCES AMERICANUS,MACROURIDAE,ANTIGONIA CAPROS,CITHARICHTHYS ARCTIFRONS,LEUCORAJA OCELLATA,SEPIOLIDAE,LEPOPHIDIUM PROFUNDORUM,PASIPHAEA MULTIDENTATA,CHIONOECETES OPILIO,LUMPENUS LUMPRETAEFORMIS,CHLOROPHTHALMUS AGASSIZI,CRUSTACEA SHRIMP,SYNGNATHUS FUSCUS,GERYON QUINQUEDENS,PARASUDIS TRUCULENTA,PONTOPHILUS NORVEGICUS,CANCER BOREALIS,LOPHOLATILUS CHAMAELEONTICEPS,PLEURONECTIDAE,RAJA EGLANTERIA,GLYPTOCEPHALUS CYNOGLOSSUS,TRICHIURIDAE,ILLEX ILLECEBROSUS,MYOXOCEPHALUS OCTODECEMSPINOSUS,MENTICIRRHUS SAXATILIS,NEMICHTHYS SCOLOPACEUS,LITHODES MAJA,UROPHYCIS CHESTERI,MERLUCCIUS ALBIDUS,CALLINECTES SAPIDUS,MYXINE GLUTINOSA,STENOTOMUS CHRYSOPS,SEBASTES FASCIATUS,CRYPTACANTHODES MACULATUS,ALOSA SAPIDISSIMA,LOLIGO PLEII
HB201401,201402,107,-73.849285,38.966547,15/04/2014-14:03:49,1730,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,62,0,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HB201401,201402,221,-67.423427,41.179267,10/05/2014-23:10:17,1190,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,7,0,0,1,0,0,0,0,0,430,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,41,-74.829758,38.18246,01/04/2014-13:18:18,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,90,-72.200213,39.500727,13/04/2014-20:51:02,1040,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,344,1,0,0,0,0,0,0,0,33,0,11,0,0,0,0,0,0,0,0,0,209,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,155,1,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,62,0,0,0,10,0,0,0,0,0,0,0,70,10,0,0,36,0,35,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,0,21,0,0,0,0,0,0,0
HB201401,201402,239,-66.128715,41.730137,12/05/2014-16:23:19,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,103,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,1,0,0,561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,89,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,66,-71.180503,40.884782,11/04/2014-08:35:56,1050,0,0,0,0,0,0,1,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,320,19,12,0,0,1,0,0,0,0,0,49,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,72,-70.877487,40.20508,11/04/2014-23:30:22,1070,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,867,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,84,58,0,0,0,0,19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
HB201401,201402,93,-72.553437,39.190237,14/04/2014-04:05:58,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,0,79,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,76,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,5,0,1,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,109,-74.322882,39.143823,15/04/2014-20:27:49,3230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,295,-67.928198,42.178403,19/05/2014-12:29:20,1290,0,9,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,73,0,0,676,0,0,49,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,102,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,33,0,0,0,0,0,5,0,0,0,1,0,80,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,0
HB201401,201402,313,-68.998025,42.775928,22/05/2014-04:33:29,1370,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,481,0,0,155,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,104,67,0,0,1,0,0,0,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0
HB201401,201402,276,-67.914183,44.251378,16/05/2014-22:03:14,1390,0,7,0,0,0,0,4,0,0,5,99,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,46,0,60,2041,298,0,3043,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,45,8,0,0,1,0,12,1,0,1,194,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,72,0,0,0,0,15,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,195,-67.381737,42.111485,07/05/2014-22:59:35,1210,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,9,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,22,565,0,4,0,3,0,0,0,0,1,226,26,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,217,4,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,244,-65.82079,42.169558,13/05/2014-05:39:09,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,198,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0
HB201401,201402,139,-72.344785,40.833108,19/04/2014-10:10:23,3050,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,85,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0
HB201401,201402,275,-67.286428,44.345653,16/05/2014-10:21:06,1351,0,49,0,0,0,0,6,3,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,1,3,910,2,0,38,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,95,0,0,1,1,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1,24,0,0,0,0,5,0,2,0,0,0,1,0,0,0,2,2,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
HB201401,201402,104,-73.260665,38.53504,15/04/2014-06:12:34,1760,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,65,0,95,0,0,0,0,0,0,0,0,100,0,13,0,0,0,0,0,0,0,0,0,1,1,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,120,0,0,0,0,0,0,0,0,0,24,135,0,0,2,0,56,0,0,3,0,0,0,497,0,0,0,21,0,0,0,0,0,35,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0
HB201401,201402,77,-71.263853,39.95999,12/04/2014-13:11:48,1080,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,2,2,0,2,0,1,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,708,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,47,0,42,0,0,0,0,1,25,0,0,0,0,0,0,0
HB201401,201402,67,-71.264463,40.692783,11/04/2014-10:53:43,1060,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,271,610,9,0,0,0,0,0,0,0,0,17,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,45,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,223,-66.960593,41.28831,11/05/2014-03:56:36,1160,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,0,0,5,0,0,0,0,0,0,0,158,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,206,-68.626467,41.334773,09/05/2014-06:41:15,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1491,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,32,335,2,0,0,0,0,3,0,0,43539,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,1,0,0,0,223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,304,-68.624767,43.099378,20/05/2014-20:18:24,1370,0,7,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,3,0,4,319,0,0,11,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,58,158,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,1,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0
HB201401,201402,334,-70.763732,42.40522,29/05/2014-01:48:33,3650,0,0,0,0,0,0,1,15,0,1,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,48,7,36,49,0,0,34,0,0,4,0,10,42,3,0,327,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,375,0,0,0,0,0,0,0,0,20,0,0,0
HB201401,201402,91,-72.403333,39.396812,13/04/2014-23:07:16,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,610,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,121,-73.858032,40.184298,17/04/2014-09:24:12,3140,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,50,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,38,-74.977115,38.168562,01/04/2014-06:59:44,3290,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,116,-73.642,39.689,16/04/2014-23:01:50,1730,0,0,0,0,0,0,0,0,0,24,1,3,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,294,0,0,5,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,69,0,0,0,0,0,0,0,0,0,37,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HB201401,201402,75,-70.805007,40.005365,12/04/2014-07:00:56,1080,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,4,0,0,44,0,47,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,6,0,56,0,0,6,0,0,0,12,0,0,0,0,0,1,0,0,0,22,0,1,0,0,0,0,0,25,0,1,0,0,0,0,0
HB201401,201402,249,-66.487,42.155667,13/05/2014-19:03:43,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,188,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,8,6,0,0,2,0,0,0,0,0,1131,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,3,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
HB201401,201402,291,-67.893122,42.843203,18/05/2014-23:14:25,1360,0,12,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,134,0,0,19,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,264,1,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0
HB201401,201402,42,-74.84019,38.108272,01/04/2014-14:41:49,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,162,-69.90447,40.226112,21/04/2014-14:06:38,1100,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,97,1,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,52,0,0,0,0,27,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,226,-66.586167,40.899,11/05/2014-11:45:48,1180,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,378,0,0,0,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
HB201401,201402,179,-69.23323,41.136962,23/04/2014-10:50:40,1250,0,0,0,0,0,0,0,14,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,7,2,0,0,5,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,148,-70.921167,41.3405,20/04/2014-05:10:01,3460,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,76,24,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,271,-67.289983,44.039463,15/05/2014-22:32:37,1340,0,24,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,4,0,0,0,1,370,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,6,83,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,231,0,0,0,1,0,0,0,1,1,0,0,0,38,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0
HB201401,201402,214,-68.309,40.452333,10/05/2014-03:17:34,1130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,3,1,0,0,46,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
